condition,chain,generation,epoch,generation_in_epoch,type,informative,cost,error,success
dif_lrn,4,1,0,0,H,1,0.5283208335737187,0.6666666666666666,
dif_lrn,4,2,0,0,R,0,0.972765278018163,1.0,
dif_lrn,4,3,0,0,R,0,1.2788638893696598,0.5555555555555556,
dif_lrn,4,4,0,0,R,0,1.2788638893696598,0.2222222222222222,
dif_lrn,4,5,0,0,R,0,1.2788638893696598,0.0,
dif_lrn,4,6,0,0,R,0,0.972765278018163,0.2222222222222222,
dif_lrn,4,7,0,0,R,0,1.584962500721156,0.3333333333333333,
dif_lrn,4,8,0,0,R,0,1.584962500721156,0.0,
dif_lrn,4,9,0,0,R,0,1.584962500721156,0.0,
dif_lrn,5,0,0,0,H,1,0.0,,
dif_lrn,5,1,0,0,H,1,0.5283208335737187,0.5555555555555556,
dif_lrn,5,2,0,0,R,0,1.2788638893696598,0.7777777777777778,
dif_lrn,5,3,0,0,R,0,1.584962500721156,0.1111111111111111,
dif_lrn,5,4,0,0,R,0,0.9727652780181633,0.2222222222222222,
dif_lrn,5,5,0,0,R,0,0.9727652780181633,0.1111111111111111,
dif_lrn,5,6,0,0,R,0,0.9727652780181633,0.4444444444444444,
dif_lrn,5,7,0,0,R,0,1.2788638893696598,0.1111111111111111,
dif_lrn,5,8,0,0,R,0,1.584962500721156,0.1111111111111111,
dif_lrn,5,9,0,0,R,0,1.584962500721156,0.0,
dif_lrn,6,0,0,0,H,1,0.0,,
dif_lrn,6,1,0,0,H,1,0.7505430557959409,0.6666666666666666,
dif_lrn,6,2,0,0,R,0,0.9727652780181633,0.4444444444444444,
dif_lrn,6,3,0,0,E,1,0.6666666666666666,1.0,
dif_lrn,6,4,0,0,D,0,0.6666666666666666,1.0,
dif_lrn,6,5,0,0,H,1,0.4444444444444444,0.8888888888888888,
dif_lrn,6,6,0,0,E,1,0.4444444444444444,0.3333333333333333,
dif_lrn,6,7,0,0,D,0,0.4444444444444444,0.1111111111111111,
dif_lrn,6,8,0,0,E,1,0.6666666666666666,0.3333333333333333,
dif_lrn,6,9,0,0,D,0,0.6666666666666666,0.2222222222222222,
dif_lrn,7,0,0,0,H,1,0.0,,
dif_lrn,7,1,0,0,E,1,0.0,0.8888888888888888,
dif_lrn,7,2,0,0,H,1,0.6666666666666666,0.4444444444444444,
dif_lrn,7,3,0,0,R,0,1.2788638893696596,0.4444444444444444,
dif_lrn,7,4,0,0,R,0,1.584962500721156,0.2222222222222222,
dif_lrn,7,5,0,0,R,0,1.584962500721156,0.0,
dif_lrn,7,6,0,0,R,0,1.584962500721156,0.0,
dif_lrn,7,7,0,0,R,0,1.584962500721156,0.0,
dif_lrn,7,8,0,0,R,0,1.2788638893696598,0.1111111111111111,
dif_lrn,7,9,0,0,R,0,1.2788638893696598,0.5555555555555556,
dif_lrn,8,0,0,0,H,1,0.0,,
dif_lrn,8,1,0,0,H,1,0.2222222222222222,1.0,
dif_lrn,8,2,0,0,R,0,1.0566416671474375,0.4444444444444444,
dif_lrn,8,3,0,0,R,0,1.584962500721156,0.4444444444444444,
dif_lrn,8,4,0,0,D,0,1.2788638893696596,0.2222222222222222,
dif_lrn,8,5,0,0,D,0,1.2788638893696596,0.2222222222222222,
dif_lrn,8,6,0,0,D,0,1.2788638893696596,0.0,
dif_lrn,8,7,0,0,D,0,1.2788638893696596,0.0,
dif_lrn,8,8,0,0,D,0,1.2788638893696596,0.0,
dif_lrn,8,9,0,0,D,0,1.584962500721156,0.2222222222222222,
dif_lrn,9,0,0,0,H,1,0.0,,
dif_lrn,9,1,0,0,H,1,0.0,0.5555555555555556,
dif_lrn,9,2,0,0,E,1,0.0,0.2222222222222222,
dif_lrn,9,3,0,0,E,1,0.0,0.0,
dif_lrn,9,4,0,0,D,0,0.7505430557959408,0.7777777777777778,
dif_lrn,9,5,0,0,R,0,0.972765278018163,0.3333333333333333,
dif_lrn,9,6,0,0,R,0,1.2788638893696596,0.2222222222222222,
dif_lrn,9,7,0,0,D,0,0.972765278018163,0.3333333333333333,
dif_lrn,9,8,0,0,D,0,1.2788638893696596,0.2222222222222222,
dif_lrn,9,9,0,0,D,0,1.2788638893696596,0.0,
dif_com,0,0,0,0,H,1,0.0,,
dif_com,0,1,0,0,H,1,0.6666666666666666,0.8888888888888888,0.5555555555555556
dif_com,0,2,0,0,R,0,0.972765278018163,0.1111111111111111,0.6111111111111112
dif_com,0,3,0,0,H,1,0.7505430557959408,1.1111111111111112,0.3888888888888889
dif_com,0,4,0,0,D,0,0.972765278018163,0.6666666666666666,0.3333333333333333
dif_com,0,5,0,0,E,1,0.4444444444444444,0.5555555555555556,0.4444444444444444
dif_com,0,6,0,0,D,0,0.6666666666666666,0.6666666666666666,0.4444444444444444
dif_com,0,7,0,0,R,0,0.972765278018163,0.4444444444444444,0.5
dif_com,0,8,0,0,R,0,1.584962500721156,0.3333333333333333,0.3888888888888889
dif_com,0,9,0,0,H,1,0.0,1.2222222222222223,0.3333333333333333
dif_com,1,0,0,0,H,1,0.0,,
dif_com,1,1,0,0,H,1,0.4444444444444444,1.2222222222222223,0.2777777777777778
dif_com,1,2,0,0,R,0,1.2788638893696598,1.1111111111111112,0.2222222222222222
dif_com,1,3,0,0,R,0,1.2788638893696598,0.1111111111111111,0.5
dif_com,1,4,0,0,R,0,1.2788638893696598,0.1111111111111111,0.05555555555555555
dif_com,1,5,0,0,D,0,1.0566416671474375,0.2222222222222222,0.3888888888888889
dif_com,1,6,0,0,R,0,0.9727652780181633,0.3333333333333333,0.2222222222222222
dif_com,1,7,0,0,H,1,0.6666666666666666,0.4444444444444444,0.5
dif_com,1,8,0,0,H,1,0.2222222222222222,0.2222222222222222,0.5555555555555556
dif_com,1,9,0,0,D,0,0.7505430557959409,0.5555555555555556,0.3888888888888889
dif_com,2,0,0,0,H,1,0.0,,
dif_com,2,1,0,0,H,1,0.0,0.6666666666666666,0.5555555555555556
dif_com,2,2,0,0,H,1,0.4444444444444444,1.2222222222222223,0.2222222222222222
dif_com,2,3,0,0,D,0,0.7505430557959408,0.4444444444444444,0.3333333333333333
dif_com,2,4,0,0,R,0,1.2788638893696598,0.3333333333333333,0.3333333333333333
dif_com,2,5,0,0,R,0,0.972765278018163,0.4444444444444444,0.3333333333333333
dif_com,2,6,0,0,R,0,1.584962500721156,0.2222222222222222,0.3888888888888889
dif_com,2,7,0,0,H,1,0.0,0.8888888888888888,0.5
